ZONA;AÑO;SEXO;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18
14;2003;F;10530;10282;9820;9069;8712;7852;7595;8769;8738;8011;6941;6823;6404;5851;4977;3700;2491;2432
14;2004;M;10544;10980;10551;9479;9103;8297;8110;9290;9323;8537;6983;6626;6248;5716;5017;3787;2576;2298
14;2004;F;10286;10252;9823;9088;8631;7961;7782;8865;8952;8268;7163;6978;6627;5999;5250;3870;2637;2838
14;2005;M;10883;11285;10769;9670;9293;8622;8391;9637;9622;8961;7241;6719;6414;5869;5043;3905;2678;2472
14;2005;F;10369;10561;10055;9051;8801;8093;7943;9047;9084;8564;7424;7125;6868;6249;5389;4289;2969;3176
14;2006;M;11224;11265;10609;9660;9590;8747;8544;9853;9833;9218;7382;6980;6726;6212;5431;4126;2850;2711
14;2006;F;10327;10371;9953;9232;8703;8088;7937;9126;9242;8638;7574;7188;6931;6393;5635;4405;3186;3407
14;2007;M;11135;11432;10802;9779;9752;9041;8782;9985;10154;9371;7712;7132;6872;6344;5599;4391;2972;2924
14;2007;F;10271;10513;10067;9142;8892;8302;8339;9301;9408;8822;7759;7293;7153;6800;6054;4671;3440;3816
14;2008;M;11047;11428;10926;10036;9583;8976;8859;10296;10161;9439;7802;7476;7083;6683;5764;4645;3250;2926
14;2008;F;10255;10541;10096;9332;9066;8547;8389;9484;9665;8910;7887;7799;7298;6950;6313;4966;3712;4219
14;2009;M;11105;11492;11104;9955;9748;9120;9253;10418;10445;9597;8101;7568;7339;6807;5977;4604;3288;3115
14;2009;F;10271;10697;10188;9364;9164;8358;8604;9718;10102;9406;8268;7941;7652;7208;6639;5295;4035;4725
14;2010;M;11284;11349;10911;10144;9724;9314;9148;10637;10626;9806;8160;7704;7364;6828;6371;4995;3528;3359
14;2010;F;10526;10694;10142;9423;9338;8762;8796;10181;10136;9570;8527;8147;7979;7662;7165;5700;4249;4994
14;2011;M;11623;11679;11147;10313;9900;9500;9514;10719;10869;10107;8412;7972;7421;7099;6585;5276;3617;3542
14;2011;F;10516;10658;10386;9688;9385;8890;9085;10211;10378;9883;8758;8478;8069;7872;7382;6065;4546;5447
14;2012;M;11653;11887;11220;10431;10196;9424;9602;11131;11005;10517;8452;8333;7706;7431;6769;5509;3806;3678
14;2012;F;10469;10789;10349;9631;9576;9008;9334;10601;10970;10188;8960;8893;8544;8353;7837;6494;5006;5994
14;2013;M;11654;11853;11366;10595;10330;9782;10129;11373;11427;10605;8830;8456;7882;7663;7311;5709;4075;3931
14;2013;F;10457;10690;10462;9664;9466;9043;9315;10902;10908;10471;9158;8965;8858;8567;8062;6766;5250;6368
14;2014;M;11487;11544;11308;10495;10192;9766;10005;11230;11419;10625;9081;8329;8091;7768;7359;5749;4107;4075
14;2014;F;10457;10628;10255;9586;9492;9303;9480;10769;11124;10545;9467;9261;8958;8946;8369;7182;5560;6776
14;2015;M;11196;11400;10998;10371;10068;9643;9995;11141;11552;10493;8834;8422;8110;7897;7222;6028;4272;4226
14;2015;F;10357;10761;10267;9808;9530;9360;9764;11019;11632;10858;9751;9688;9357;9303;9037;7455;5929;7526
14;2016;M;11163;11415;10922;10259;10040;9621;9861;11081;11388;10468;8774;8520;8116;7782;7450;5936;4348;4325
14;2016;F;10403;10553;10470;9629;9735;9562;10049;11600;12026;11039;10016;9735;9414;9683;9501;7799;6338;7853
14;2017;M;10724;11198;10844;9972;9843;9513;9938;11336;11622;10699;8830;8608;8172;8005;7675;6169;4499;4527
14;2017;F;10355;10607;10450;9820;9626;9642;10201;11529;12117;11389;10242;10238;9887;10046;9847;8194;6512;8577
14;2018;M;10516;10978;10464;9938;9835;9436;9763;11144;11162;10555;8943;8364;8024;7939;7740;6092;4552;4532
14;2018;F;9924;10402;10218;9835;9545;9682;10150;11457;11978;11609;10475;10160;10155;10330;10104;8538;6769;8976
14;2019;M;10517;10837;10381;9841;9815;9334;9726;11113;11435;10433;9037;8536;8221;8048;7735;6342;4627;4580
14;2019;F;9939;9997;10057;9561;9353;9283;10315;11515;12076;11721;10306;10270;10060;10188;10093;8833;7228;9349
14;2020;M;10430;10774;10371;9791;9658;9369;9992;11154;11541;10842;9035;8732;8277;8381;8147;6573;4732;4939
14;2020;F;9264;9848;9817;9194;9276;9482;10232;11537;12356;11620;10456;10344;10032;10483;10380;9150;7303;9535
14;2021;M;10181;10340;10405;9708;9388;9138;9694;11104;11453;10545;8982;8683;8347;8229;8021;6626;4811;4935
14;2021;F;9161;9480;9385;9003;9033;9331;10171;11702;12302;11725;10735;10460;10364;10611;10870;9366;7643;10100
14;2022;M;9930;10639;10225;9701;9450;9241;9797;11233;11470;10689;9226;8855;8466;8427;8173;6876;4976;5037
14;2022;F;9071;9322;9317;8879;9184;9236;10234;11593;12387;11531;10795;10374;10527;10666;10953;9740;7875;10493
14;2023;M;9988;10402;10061;9464;9443;9416;9651;11385;11624;10721;9313;8774;8432;8488;8566;7021;5182;5086
14;2023;F;8863;9092;9005;8838;8882;9190;10276;11605;12184;11842;10838;10670;10344;10966;11402;9878;8015;10810
14;2024;M;9773;10343;10165;9551;9557;9476;10082;11265;11607;10870;9290;8944;8667;8552;8602;7104;5338;5325
14;2024;F;8389;8879;8707;8373;8653;8976;10074;11375;12170;11704;10698;10424;10535;11053;11457;10096;8182;11149
14;2025;M;9716;10064;9981;9358;9423;9285;9926;11271;11762;10987;9471;8975;8641;8788;8723;7213;5418;5591
14;2025;F;8038;8526;8563;8219;8513;8901;10041;11477;12270;11550;10765;10655;10254;11117;11631;10381;8517;11539
15;2000;M;42513;42997;40085;35993;33795;29698;27639;31748;30972;28226;21603;20430;18956;15816;11033;7064;4079;2639
15;2000;F;35179;35102;33680;30628;29631;27022;26252;30231;29870;27992;24157;23207;22253;20266;17389;13062;9288;9527
15;2001;M;43562;43652;41154;36060;34509;30403;28138;32716;31631;28695;22943;21283;19576;16576;11887;7833;4549;3110
15;2001;F;35577;36354;34386;31322;29854;27651;26823;30745;30981;28954;24954;24060;23191;21111;18029;13805;9720;10138
15;2002;M;43415;43361;40949;36427;34704;30710;28378;32937;32042;29448;23222;21524;19931;16787;12768;8595;5095;3569
15;2002;F;35684;36195;34310;31760;30496;28010;27388;31337;31607;29271;25652;24531;23195;21438;18509;14297;10217;10613
15;2003;M;43095;43308;41036;36423;34596;30948;28739;33241;32755;30095;23736;21814;20748;17286;13121;8863;5508;4174
15;2003;F;36154;37204;35137;31993;30968;28714;28213;31991;32145;29817;26299;24983;23963;22143;19359;14801;10774;11540
15;2004;M;43881;43858;41294;37101;35334;31504;29347;33851;33408;30765;24322;22705;21250;18326;13897;9606;6092;4810
15;2004;F;36628;37585;35919;32738;31263;28929;28532;32546;32930;30447;26661;25585;24198;22892;20064;15413;11187;12079
15;2005;M;43404;44149;41187;37142;35509;31536;29993;34712;34014;30756;25014;23099;21705;18763;14786;10454;6611;5350
15;2005;F;36937;37460;35935;32853;31098;29431;29004;33194;33023;30733;27364;26131;25110;23429;20290;15797;11856;12613
15;2006;M;44273;44481;41886;37827;36056;32197;30995;35561;34826;31955;25597;23896;22337;19725;15709;11132;7202;5975
15;2006;F;37328;37884;36317;33053;32200;29795;29347;33405;33544;31593;27950;26611;25471;24106;21188;16498;12080;13525
15;2007;M;44937;45024;42565;38241;36408;32781;31306;36394;35895;32983;26465;24899;22878;20363;16653;11957;7901;6530
15;2007;F;37522;38125;36657;33439;32014;30109;30109;34095;34292;32233;28265;27513;26015;24527;21707;16966;12835;13986
15;2008;M;44471;45343;42850;38557;36852;33011;31777;37173;36322;33713;26678;25226;23727;21359;17340;12645;8411;7259
15;2008;F;37536;38195;36595;33314;32668;30287;30020;34787;34883;32570;28425;27594;26340;25087;22384;17436;12894;14696
15;2009;M;45224;45396;43056;38804;37410;33886;32691;37835;37196;34420;27688;25954;24224;21827;18239;13382;9005;8039
15;2009;F;37762;38295;37055;34024;32867;30837;30550;35059;35411;32946;29540;28454;27243;25708;23025;18329;13580;15471
15;2010;M;45754;45674;43778;39449;37561;34453;33678;38380;38643;35588;28532;26945;25403;22985;19243;14480;9897;8941
15;2010;F;38132;38709;36976;34181;32984;30919;31197;35465;35826;33596;29531;28622;27208;26145;23677;18932;14021;16188
15;2011;M;45112;45778;43915;39762;37930;35121;34214;38923;38892;36256;28911;27838;25606;23512;19954;15167;10420;9572
15;2011;F;38713;39066;37693;34236;33836;31528;31446;36618;36887;34680;30655;29478;28537;27120;24270;19457;14638;16740
15;2012;M;45652;46789;44201;39969;38854;35437;35024;39983;40434;37131;30344;28281;27257;24346;21142;16199;11091;10232
15;2012;F;38467;39002;37842;34935;33740;31983;32260;36601;37444;34926;31074;29914;28544;27189;25151;20417;15237;17381
15;2013;M;45563;46168;44263;40289;38440;35562;35523;40488;40741;37653;30526;29090;27395;25358;22054;16936;11786;11056
15;2013;F;38135;38980;37046;34047;33075;31631;32007;35886;36854;34662;30578;29673;28541;27358;25261;20248;15289;17934
15;2014;M;45639;46435;44308;40749;39084;36529;36161;41136;41472;38074;31385;29807;28112;26105;22854;17900;12374;11785
15;2014;F;37328;38796;36658;34439;33020;31130;32170;36355;36516;34808;31084;29806;29018;27678;25491;20691;15572;18341
15;2015;M;45548;46645;44693;40439;39261;37156;36713;41838;41815;38788;32260;30563;28522;27080;23811;19063;13083;12416
15;2015;F;36726;37472;36244;33331;32797;31067;31559;36006;37224;34515;30801;29571;28431;27617;25508;20648;15680;18931
15;2016;M;45910;46814;44531;40899;39839;37214;37031;42711;42944;40004;32591;30926;30149;28178;25296;19693;14014;13651
15;2016;F;36297;37223;36056;33159;32532;31233;31243;36120;36688;34578;30613;29753;28880;27994;25585;21090;16045;19172
15;2017;M;46375;47293;45274;41234;40246;37890;38037;43543;44136;40597;33742;31928;30772;29288;26583;21089;14952;14536
15;2017;F;36182;36982;35910;33314;32344;30712;31657;36493;36938;34872;30878;29794;29279;27789;26413;21494;16430;19825
15;2018;M;45892;46612;44917;41427;40434;38149;38323;44279;44711;41554;34379;32945;31186;29844;27553;22065;15637;15196
15;2018;F;36183;37034;35362;33294;32564;30891;31814;35979;37319;34738;31215;30321;29205;28694;26793;22059;16950;20788
15;2019;M;44922;45879;44131;40398;39988;37973;38478;43779;44450;40978;34759;32575;31073;30053;28244;22480;16118;15859
15;2019;F;35489;36401;35010;32845;31954;30724;31463;36065;37118;34976;31003;30054;29242;28274;26905;22164;16965;20524
15;2020;M;43778;44813;44014;40539;39696;37761;38916;43991;44602;41360;34997;33085;32081;30650;29063;23183;16693;16555
15;2020;F;35729;36191;34842;32600;31740;30978;31305;35752;36769;34638;31041;30555;29107;28863;27447;22400;17371;21189
15;2021;M;43442;44532;43427;39909;39649;37833;38876;44203;44934;42096;35205;33632;32330;31368;29946;23781;17425;17071
15;2021;F;35080;36144;34963;32547;31925;30566;31637;36551;37027;34859;31202;30459;29927;29244;27403;22966;17904;22011
15;2022;M;42580;43598;42250;39617;38668;37861;38919;44471;45092;41618;35692;33635;32562;31793;30066;24507;17935;18034
15;2022;F;34225;35591;34115;31970;31397;30500;31132;35443;36992;34446;31177;30183;29474;29046;28008;22985;17702;22180
15;2023;M;41586;43143;41923;39531;38738;37308;38872;44256;45614;42092;35514;33995;32909;32187;30962;25687;18528;18492
15;2023;F;34227;35037;34022;31829;31290;30366;31412;35688;36903;34944;31235;30434;29568;29266;27917;23339;18292;22670
15;2024;M;40795;42193;40917;38278;38151;37231;38994;44070;45242;41825;35517;34187;32915;32356;31229;26070;18911;19263
15;2024;F;33791;34725;34037;31619;30892;29914;31608;36000;37147;34664;31359;30485;30024;29311;28563;23584;18651;23522
15;2025;M;40081;41184;40407;37978;37992;36702;38776;43680;45211;41719;35951;34376;32994;32896;32256;26539;19685;19984
15;2025;F;33170;34033;33203;31246;30973;29856;31352;35930;36786;34724;31426;30411;29538;29632;28676;23992;19040;23899
16;2000;M;43801;44334;41674;37933;35847;32253;30660;35680;34807;31877;25373;23910;22534;19569;16045;11166;7063;6166
16;2000;F;38482;38668;37164;33876;32701;29680;29525;33776;33865;31043;27338;26156;25410;23373;20105;15434;10992;11633
16;2001;M;43992;44214;42282;37707;35711;33191;31331;36201;35649;32956;26183;24561;23168;20495;16747;12265;8079;6860
16;2001;F;38526;39318;37079;34353;32853;30405;29716;33573;34208;31682;27338;26748;25555;23595;20655;16039;11575;12501
16;2002;M;44591;45131;42211;38549;36815;33327;32274;37431;36945;33769;27410;25696;24319;21456;17920;13165;8702;7707
16;2002;F;38544;39148;37444;34318;33074;30692;30180;34400;35006;32200;28165;27753;26015;24312;21339;16395;12210;13054
16;2003;M;44200;44853;42618;38581;37255;33530;33277;37526;37166;34554;27786;26213;24608;22446;18598;13985;9506;8556
16;2003;F;39020;40114;37567;34654;33816;31047;30650;35127;35556;33222;29037;27737;26340;25036;22232;17167;12788;13750
16;2004;M;44216;44464;42767;38476;37042;33692;33147;37786;37796;35142;28148;27068;24858;22891;19732;14592;10146;9212
16;2004;F;39514;40102;38235;34941;33959;31615;31303;35913;36411;34101;29608;28649;27430;25643;22860;18069;13208;14719
16;2005;M;44454;45086;42983;38637;37591;34659;33512;38783;38895;35957;29348;27641;26190;24155;20814;15945;10873;10091
16;2005;F;39497;40594;38187;35320;34458;31889;31861;36309;36017;34438;30453;29408;27629;26596;23546;18488;13688;15429
16;2006;M;44586;45656;43194;39515;37824;35406;35071;40432;39719;36897;30159;28651;27046;24838;21949;16917;11686;10923
16;2006;F;39438;39782;38132;35226;33813;31748;31723;36116;36529;34523;30217;29146;28295;26658;23818;18875;14328;16392
16;2007;M;44709;45632;43441;39787;38350;35945;35798;40775;41013;37750;31007;29248;27853;26275;23161;18125;12696;12120
16;2007;F;38611;39326;37628;34478;33602;31484;31837;35919;36438;34552;30331;29414;27977;26752;24187;19332;14412;16555
16;2008;M;44665;45288;43574;40097;39122;36212;36382;41795;41810;38884;32053;30329;29007;27186;24456;19163;13396;13137
16;2008;F;37675;38276;37233;34121;32935;31041;31399;35847;36768;34263;29822;29333;28053;26958;24553;19706;14834;17111
16;2009;M;44781;45251;43522;40301;39403;37147;37084;41995;42464;39762;33088;30816;30148;28042;25668;20260;14240;14018
16;2009;F;37262;38052;36701;33742;32785;31298;31382;35859;36732;34287;30297;29301;28310;27046;24920;20330;15103;17709
16;2010;M;45010;45953;44159;40520;39580;37329;38154;43412;43894;40794;33803;32042;30979;29542;26882;21407;15289;15036
16;2010;F;36517;37814;36259;33454;32514;30795;31449;35440;36147;34098;30289;29321;28484;27252;25191;20455;15408;18307
16;2011;M;44463;45763;44413;41309;40366;38159;38898;43778;44630;41507;34809;32875;31800;30284;28239;22815;16388;15885
16;2011;F;36659;37301;35432;33030;32288;30815;31213;35995;36615;34218;30440;29697;28605;27641;25360;20890;15854;18561
16;2012;M;44233;45163;43497;40583;39653;38070;39063;44472;45241;41678;34908;33477;31990;31496;29312;23453;17200;16808
16;2012;F;35638;36594;35044;32841;31866;30291;30977;35447;36070;34110;29938;29355;28354;27353;25732;21075;16002;19438
16;2013;M;44177;45967;44201;41384;40523;39040;39984;45353;46326;43400;36270;34718;33021;32572;30779;24888;18318;18048
16;2013;F;34990;36171;34681;32242;31218;30034;30822;35073;36189;33605;30162;29124;28152;27400;25712;20665;16374;19740
16;2014;M;44247;45415;43802;41151;40326;39048;40751;46614;47770;43689;37740;35412;34159;33487;32274;26470;19339;19149
16;2014;F;34972;35824;34356;32101;31199;30160;30919;35485;36317;34104;30697;29444;28972;28200;26290;21753;16702;20468
16;2015;M;44052;44992;44090;41070;40592;39959;41591;47113;48317;44725;38240;36376;35170;34795;33666;27601;20164;20698
16;2015;F;34668;35314;34481;32215;31270;30519;31293;35512;36407;34369;30621;30199;28674;27936;26712;22055;17237;20986
16;2016;M;43905;45053;44104;41302;41258;40090;42549;48416;49631;45726;39305;37581;35931;36009;35295;29379;21499;21423
16;2016;F;34722;35091;34232;32000;31151;30638;30947;35973;37015;34420;31110;30188;29071;28583;27613;22861;17424;21722
16;2017;M;43496;45601;44044;41827;41805;41119;43666;49214;51065;47984;40938;38591;37280;37467;37070;30718;22795;23237
16;2017;F;33847;34999;33690;31611;31233;30095;31093;35454;36560;34881;30843;30302;29307;28898;27712;23316;18043;22549
16;2018;M;42491;43723;42873;40631;40565;40352;43435;48321;50634;47076;40360;38800;37560;37750;37733;31325;23255;23755
16;2018;F;34049;34608;33625;31677;31004;30371;31528;35769;36891;35107;31548;30405;29770;29346;28607;23751;18372;22921
16;2019;M;41764;43420;42625;40512;40623;40259;43821;49250;50814;47132;41179;39369;38301;38401;38499;32261;23967;24381
16;2019;F;33075;34104;33173;30855;30752;29630;31004;35206;36574;34843;31639;30429;29709;29342;28490;23888;18699;23440
16;2020;M;39937;41559;41476;39437;39709;40047;42922;48735;50421;47211;40680;39402;38248;38750;39307;32807;24602;25162
16;2020;F;32187;33145;32495;30716;30181;29135;30830;35257;36739;34713;31101;30179;29470;29367;28448;23968;18929;23964
16;2021;M;39209;41151;40714;38973;38694;39728;43552;48400;50794;47567;41112;39671;38664;39702;40164;33876;25147;25892
16;2021;F;31380;32616;31467;30068;29474;29237;30648;34793;36331;34264;30759;30329;29268;29574;28571;24334;19291;24351
16;2022;M;37693;39544;39049;37686;38641;39141;42918;48683;50657;46985;41140;39711;38263;39780;41134;34521;26142;26883
16;2022;F;31436;32638;31629;29970;29579;29219;30901;34927;36464;34622;31216;30007;29548;29725;29274;24947;19548;24962
16;2023;M;36432;38147;37890;36873;37315;38553;42663;47336;50186;46625;41096;39185;39099;39671;41553;34987;26512;27482
16;2023;F;31341;32254;31375;29808;29053;28807;30825;35424;36474;34423;31170;30661;29876;30007;29818;25134;19836;25516
16;2024;M;35126;37239;36872;36133;36848;38057;42401;47827;50357;46531;41195;39770;38934;40114;41758;35944;27143;28323
16;2024;F;30236;31283;30753;29000;28781;28583;30433;34419;36117;34600;31129;30296;29673;29873;29599;25479;20050;25794
16;2025;M;33925;35638;36055;35012;36460;37485;42356;47336;49950;46619;41285;40081;39118;41137;42597;36328;27886;29042
16;2025;F;29936;31202;30210;28650;28392;28404;30466;34551;36316;34396;31078;30345;29796;30269;29855;25557;20685;26764
17;2000;M;12274;12435;11829;11054;10431;9652;9412;11054;10924;10134;8493;7777;7460;6765;6006;4701;3204;3040
17;2000;F;10895;10952;10745;9702;9602;9078;9069;10402;10543;9945;8764;8574;7981;7751;7210;5813;4429;5346
17;2001;M;12411;12681;12228;11234;10690;10078;9888;11060;11333;10434;8550;8027;7451;6978;6078;4806;3353;3152
17;2001;F;10852;11247;10551;9967;9826;9254;9318;10632;10818;10117;9076;8685;8433;8192;7588;5929;4566;5273
17;2002;M;12611;13023;12378;11224;10928;10162;10114;11424;11414;10611;8757;8307;7701;7142;6357;4997;3394;3165
17;2002;F;11184;11526;11176;10050;10051;9369;9454;10769;10865;10379;9292;8970;8599;8243;7675;6294;4830;5671
17;2003;M;13138;13132;12471;11436;11055;10204;10209;11516;11648;10913;9042;8372;8005;7522;6670;5087;3620;3384
17;2003;F;11430;11510;11010;10256;9991;9341;9422;10914;11234;10415;9431;9023;8715;8365;8138;6373;4846;5778
17;2004;M;13004;13399;12806;11699;11196;10690;10422;11963;11882;11027;9089;8791;8154;7577;6872;5326;3786;3475
17;2004;F;11314;11580;11177;10399;10230;9494;9739;11366;11223;10662;9519;9223;8783;8785;7910;6494;4954;6012
17;2005;M;13598;13549;13059;12057;11463;10940;10805;12281;12179;11330;9420;9016;8287;7918;7031;5392;3753;3592
17;2005;F;11431;11784;11458;10616;10194;9747;10115;11551;11683;10865;9729;9233;9127;8830;8470;6782;5182;6129
17;2006;M;13540;13726;13180;12149;11834;10900;11038;12536;12569;11505;9598;8800;8531;8065;7159;5686;3915;3785
17;2006;F;11657;11929;11546;10714;10459;9910;10374;11652;11945;11302;9914;9631;9282;9095;8627;7003;5360;6447
17;2007;M;13956;14040;13589;12424;11721;11133;11158;12728;12967;11755;9647;9258;8663;8194;7479;5742;4000;3896
17;2007;F;11672;12213;11785;10772;10575;10063;10415;11844;12192;11622;10173;10004;9460;9382;8669;7137;5514;6614
17;2008;M;14336;14545;13689;12688;12154;11539;11325;12923;12850;12128;10082;9520;8903;8331;7614;5884;4141;3953
17;2008;F;12045;12252;11842;11031;10852;10344;10609;12101;12554;11514;10508;10096;9922;9543;8987;7374;5574;6772
17;2009;M;14555;14736;14167;12945;12473;11767;11792;13381;13585;12502;10207;9686;9311;8770;8029;6207;4325;4145
17;2009;F;12325;12633;11968;11138;11091;10519;10790;12390;12857;11871;10560;10120;9966;9884;9241;7507;5877;7011
17;2010;M;14238;14629;13958;12734;12551;11450;11863;13413;13545;12703;10375;9822;9234;8689;7829;6126;4340;3960
17;2010;F;12384;12719;12211;11489;11219;10637;11058;12443;12865;12006;10890;10736;10129;9929;9415;7852;5923;7294
17;2011;M;14453;14440;13810;12727;12497;11657;11707;13263;13530;12501;10319;9823;9212;8716;7974;6200;4474;4190
17;2011;F;12514;12558;12258;11432;11128;10648;11147;12476;12968;12293;10971;10490;10298;9935;9641;7863;6004;7614
17;2012;M;14387;14616;14192;12982;12383;11867;11700;13348;13549;12777;10287;9858;9395;8926;8006;6454;4465;4449
17;2012;F;12752;12835;12223;11516;11265;10844;11337;13060;13091;12616;11261;10792;10341;10261;9854;8107;6307;7703
17;2013;M;14394;14527;13938;12912;12499;11750;11813;13246;13292;12391;10322;9789;9513;8826;8033;6454;4455;4247
17;2013;F;12772;13015;12518;11684;11388;11015;11457;13010;13393;12525;11205;11016;10552;10501;10032;8206;6468;7838
17;2014;M;14384;14441;13772;12709;12434;11655;11893;13314;13713;12764;10542;9934;9570;9055;8056;6474;4602;4341
17;2014;F;12844;13346;12628;11975;11845;11240;11780;13511;13885;12772;11485;11390;11051;10814;10088;8518;6621;8097
17;2015;M;13900;14339;13799;12760;12446;11583;11937;13625;13632;12370;10379;9719;9650;8969;8164;6451;4560;4410
17;2015;F;13048;13573;12698;12148;12032;11551;11912;13573;13775;13210;11864;11385;11048;11132;10457;8716;6878;8394
17;2016;M;14255;14091;13686;12555;12304;11424;11836;13080;13463;12348;10449;9633;9438;8897;8132;6450;4580;4406
17;2016;F;13243;13537;13183;12405;12007;11705;12059;13585;14165;13271;12116;11643;11218;11313;10619;8870;6930;8538
17;2017;M;13555;14053;13548;12537;12233;11392;11723;13183;13491;12517;10302;9856;9426;8793;8234;6463;4631;4446
17;2017;F;13481;13862;13395;12315;12217;11882;12112;13724;14039;13479;11932;11741;11463;11459;11043;9012;7109;8731
17;2018;M;13894;14134;13625;12324;12170;11224;11516;12864;13341;12437;10380;9689;9309;8942;8148;6471;4616;4553
17;2018;F;13457;13763;13544;12618;12273;11972;12536;14366;14651;13955;12266;12085;11724;11853;11013;9310;7375;9042
17;2019;M;13276;13798;13233;12348;12144;11329;11450;13255;13167;12329;10129;9792;9424;8904;8326;6548;4695;4628
17;2019;F;13604;13756;13502;12613;12467;12214;12624;14472;14709;13857;12584;12351;11913;11856;11466;9693;7477;9390
17;2020;M;13533;13864;13235;12254;12129;11246;11645;13118;13374;12300;10123;9657;9450;8987;8403;6675;4699;4639
17;2020;F;13597;13908;13512;12653;12336;12326;12656;14444;15015;14103;12537;12295;11810;11811;11498;9397;7594;9429
17;2021;M;13429;13561;13213;11904;11985;11378;11607;13326;13196;12237;10275;9757;9341;9113;8089;6538;4745;4561
17;2021;F;13727;13743;13531;12450;12449;12122;12703;14549;15076;14335;12847;12491;12222;12176;11816;9868;7757;9564
17;2022;M;13233;13405;12992;11933;11742;11062;11297;13151;13034;12218;10227;9725;9240;8930;8121;6501;4821;4726
17;2022;F;13308;13766;13291;12565;12521;12201;12622;14605;15019;14174;12780;12533;12126;12070;11543;9773;7576;9960
17;2023;M;12944;13339;12836;11856;11477;10932;11254;12842;13128;12059;9999;9538;9251;8830;8260;6589;4816;4592
17;2023;F;13414;13602;13319;12426;12533;12119;12653;14479;15178;14214;12822;12482;11993;12219;11703;9899;7816;9956
17;2024;M;12654;13179;12736;11645;11456;10903;11341;12710;12912;12183;10010;9602;9188;8721;8219;6676;4664;4663
17;2024;F;13218;13586;13329;12585;12409;12010;12964;14455;15187;14253;12921;12470;12264;12314;11983;10024;7954;10015
17;2025;M;12740;12971;12845;11750;11467;10848;11371;12866;13144;11996;10074;9656;9481;8931;8346;6898;4826;4647
17;2025;F;13167;13566;13472;12695;12612;12218;12992;14668;15125;14293;12762;12391;12351;12457;12095;10166;8144;10387
18;2000;M;9793;9980;9385;8407;7861;6969;6517;7719;7260;6728;5346;4928;4563;3869;3043;2005;1248;930
18;2000;F;9520;9257;9006;8056;7796;6799;6556;7346;7290;6646;5670;5405;4977;4294;3314;2135;1391;890
18;2001;M;10010;10123;9426;8450;7988;7138;6762;7656;7596;7070;5545;5199;4955;4141;3190;2223;1439;1096
18;2001;F;9826;9792;9102;8331;7793;6850;6669;7519;7465;6968;5721;5483;5105;4620;3512;2406;1491;1099
18;2002;M;9887;9921;9368;8300;8125;7257;6862;7956;7712;7104;5645;5167;4802;4297;3416;2471;1496;1210
18;2002;F;9673;9633;9325;8234;7938;7126;6882;7539;7535;7121;6046;5750;5433;4768;3743;2679;1772;1266
18;2003;M;9839;9998;9539;8447;8067;7071;6956;7921;7909;7134;5621;5295;4998;4413;3642;2527;1633;1425
18;2003;F;9817;9813;9109;8402;8120;7218;6923;7976;7849;7194;6167;5870;5573;4850;3945;2880;1865;1549
18;2004;M;9887;10025;9407;8363;8208;7353;7151;7953;8005;7309;5908;5518;5167;4595;3836;2743;1803;1547
18;2004;F;9857;9885;9500;8509;8085;7275;7118;7994;7948;7463;6330;6135;5682;5278;4184;3111;2078;1867
18;2005;M;9893;10043;9324;8481;8164;7355;7356;8239;8200;7354;6007;5712;5281;4789;4053;2921;1993;1687
18;2005;F;9951;9998;9400;8612;8087;7614;7164;8109;7966;7438;6595;6357;5888;5260;4523;3240;2235;2025
18;2006;M;9874;10086;9461;8671;8329;7568;7284;8486;8297;7813;6301;6042;5519;5181;4244;3200;2195;1922
18;2006;F;9841;10091;9551;8628;8237;7554;7208;8347;8350;7864;6722;6512;6090;5533;4638;3434;2447;2346
18;2007;M;9973;10048;9719;8806;8298;7672;7604;8609;8617;8030;6440;6122;5798;5259;4510;3386;2414;2109
18;2007;F;10089;10306;9492;8621;8292;7581;7436;8563;8597;7921;6824;6563;6131;5719;4890;3736;2578;2566
18;2008;M;10063;10114;9702;8856;8622;7843;7627;8777;8785;8226;6709;6319;5851;5454;4755;3739;2466;2401
18;2008;F;9919;9976;9496;8738;8330;7594;7435;8573;8549;8085;6892;6704;6337;5925;5000;3899;2741;2715
18;2009;M;9949;10172;9776;8945;8551;7980;7915;9001;9167;8239;6866;6437;6149;5743;5017;3902;2628;2479
18;2009;F;9547;9811;9477;8626;8309;7614;7459;8548;8756;8042;7084;6785;6387;5984;5292;4059;2880;3076
18;2010;M;9894;10125;9952;8866;8602;7965;8182;9308;9232;8539;6930;6666;6388;6088;5316;4093;2926;2705
18;2010;F;9807;9937;9387;8696;8195;7739;7691;8555;8829;8154;7219;6915;6542;6129;5331;4313;3136;3438
18;2011;M;9953;10181;9842;9063;8714;8092;8198;9447;9626;8747;7195;6953;6532;6120;5608;4418;3189;2971
18;2011;F;9665;9807;9431;8751;8355;7640;7716;8708;8835;8401;7352;7014;6908;6496;5736;4476;3370;3669
18;2012;M;10133;10294;9749;9033;8746;8291;8645;9436;9615;9027;7398;7257;6595;6498;5818;4670;3379;3277
18;2012;F;9611;9861;9396;8695;8440;7856;7787;8863;9093;8713;7439;7206;6899;6588;6005;4630;3533;4025
18;2013;M;9725;10185;9751;8896;8825;8450;8484;9783;9786;9180;7659;7124;6940;6553;6062;4886;3615;3368
