ZONA;AÑO;SEXO;ICDO;I01;I02;I03;I04;I05;I06;I07;I08;I09;I10;I11;I12;I13;I14;I15;I16;I17;I18;SE
17;2008;A;62;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;1;0
18;2008;A;62;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0
1;2008;A;64;0;0;0;0;0;1;1;5;2;4;1;4;6;10;5;5;12;4;0
2;2008;A;64;0;0;0;0;0;2;1;3;3;7;10;18;13;18;18;16;20;19;0
3;2008;A;64;0;0;0;0;3;3;2;7;8;6;16;11;22;23;22;38;23;39;0
4;2008;A;64;0;0;0;1;1;1;0;1;3;8;5;8;8;8;11;11;10;6;0
5;2008;A;64;0;0;0;1;0;2;2;2;3;6;12;3;19;16;26;19;20;32;0
6;2008;A;64;0;0;0;0;0;0;1;6;2;11;6;11;11;13;16;19;14;22;0
7;2008;A;64;0;0;0;0;0;0;1;1;1;0;5;3;2;2;5;8;2;7;0
8;2008;A;64;0;0;0;0;1;1;5;3;4;6;6;14;10;15;18;22;20;18;0
9;2008;A;64;0;0;0;3;1;2;5;5;7;12;9;15;18;22;26;26;20;27;0
10;2008;A;64;0;0;0;0;0;0;0;2;1;2;2;4;1;2;3;2;1;5;0
11;2008;A;64;0;0;0;0;0;0;0;1;2;0;0;5;4;4;2;3;3;7;0
12;2008;A;64;0;0;0;0;0;0;2;3;4;10;4;5;14;11;8;12;12;15;0
13;2008;A;64;0;0;1;0;1;0;0;1;8;0;6;2;4;11;4;4;4;7;0
14;2008;A;64;0;0;0;0;0;1;0;2;1;1;0;2;1;2;6;2;6;4;0
15;2008;A;64;0;0;0;0;1;3;1;3;4;2;6;8;7;20;9;15;11;12;0
16;2008;A;64;0;0;0;0;3;2;3;3;9;4;5;8;10;12;16;15;9;6;0
17;2008;A;64;0;0;0;1;0;1;1;1;1;3;5;1;1;4;9;8;4;6;0
18;2008;A;64;0;0;0;0;0;0;0;1;1;0;0;4;4;2;3;2;5;2;0
1;2008;A;67;0;0;0;0;0;0;5;9;15;17;20;21;50;62;77;75;60;101;0
2;2008;A;67;0;0;0;0;2;0;0;6;15;20;37;48;88;108;144;170;166;216;0
3;2008;A;67;0;0;0;0;1;4;11;21;19;56;75;97;140;209;264;290;286;393;0
4;2008;A;67;0;0;0;0;2;3;2;9;15;28;35;42;63;65;119;125;99;119;0
5;2008;A;67;0;0;0;0;0;1;7;18;28;44;57;53;106;146;198;225;206;306;0
6;2008;A;67;0;0;0;1;2;3;3;12;20;46;43;79;89;132;159;182;147;180;0
7;2008;A;67;0;0;0;0;2;0;2;3;4;8;13;14;28;40;41;40;46;48;0
8;2008;A;67;0;0;0;0;1;1;4;16;22;22;47;53;72;127;143;141;152;224;0
9;2008;A;67;0;0;0;0;0;1;8;18;15;51;61;84;114;156;187;207;186;249;0
10;2008;A;67;0;0;0;0;0;1;0;4;4;8;13;11;22;29;41;41;31;39;0
11;2008;A;67;0;0;0;0;0;1;1;3;3;7;9;4;4;12;25;25;35;32;0
12;2008;A;67;0;0;0;0;0;3;1;8;14;21;22;54;57;78;106;123;113;152;0
13;2008;A;67;0;0;0;0;0;1;1;2;11;14;23;29;37;47;64;54;41;67;0
14;2008;A;67;0;0;0;0;0;0;1;1;2;7;5;7;17;18;26;35;34;30;0
15;2008;A;67;0;0;0;0;0;2;6;9;19;21;31;38;65;81;99;100;88;94;0
16;2008;A;67;0;0;0;1;2;2;3;21;18;43;50;55;97;116;151;158;156;212;0
17;2008;A;67;0;0;0;1;0;1;1;6;9;15;17;23;30;46;46;47;40;62;0
18;2008;A;67;0;0;0;0;1;0;0;2;3;11;9;11;17;20;26;40;17;35;0
1;2008;A;71;0;0;0;0;0;1;1;1;3;1;4;3;7;6;9;6;7;12;0
2;2008;A;71;0;0;0;0;0;1;1;3;4;8;8;17;16;15;16;19;16;26;0
3;2008;A;71;0;0;0;0;3;3;3;5;9;8;11;14;18;18;28;23;19;19;0
4;2008;A;71;0;0;0;0;0;1;1;3;6;6;7;7;10;12;14;12;8;10;0
5;2008;A;71;0;0;0;0;0;2;2;8;4;13;11;8;11;17;21;20;15;20;0
6;2008;A;71;0;0;0;0;0;1;2;1;6;5;7;11;21;16;20;15;13;19;0
7;2008;A;71;0;0;0;0;0;0;0;0;2;2;3;3;6;4;5;6;4;9;0
8;2008;A;71;0;0;0;0;0;1;2;3;10;9;5;10;15;11;10;22;15;17;0
9;2008;A;71;0;0;0;1;1;2;5;7;8;14;8;17;18;20;35;22;18;21;0
10;2008;A;71;0;0;0;0;0;1;0;0;0;1;3;2;1;4;8;4;3;2;0
11;2008;A;71;0;0;0;0;0;0;0;0;1;3;0;1;3;2;6;3;3;2;0
12;2008;A;71;0;0;0;0;0;0;1;6;5;2;1;7;10;11;15;9;18;11;0
13;2008;A;71;0;0;0;0;0;0;2;2;2;5;5;6;6;4;3;3;3;1;0
14;2008;A;71;0;0;0;0;0;1;0;0;0;1;2;5;5;2;4;3;1;0;0
15;2008;A;71;0;0;0;1;3;1;1;1;6;7;11;10;20;9;14;11;10;13;0
16;2008;A;71;0;0;0;0;0;0;4;3;5;9;4;11;6;16;12;22;14;12;0
17;2008;A;71;0;0;0;0;0;0;1;1;1;1;2;4;6;1;3;3;2;7;0
18;2008;A;71;0;0;0;0;0;0;0;0;1;1;2;2;4;3;4;1;1;7;0
1;2008;A;73;0;0;0;0;2;1;1;1;0;2;0;3;1;3;1;2;1;2;0
2;2008;A;73;0;0;0;1;1;6;8;2;3;3;2;4;1;2;5;6;7;2;0
3;2008;A;73;0;0;1;1;2;5;5;5;2;2;10;9;10;6;4;6;9;6;0
4;2008;A;73;0;0;0;1;2;3;3;4;2;3;2;6;2;3;4;3;1;6;0
5;2008;A;73;1;3;0;1;1;1;1;4;0;7;7;4;5;3;4;8;4;4;0
6;2008;A;73;0;3;1;0;2;0;1;6;5;4;5;7;4;4;2;4;4;5;0
7;2008;A;73;0;0;2;3;0;0;0;5;0;2;2;0;1;4;1;3;3;2;0
8;2008;A;73;1;0;0;1;1;1;1;6;8;3;1;4;3;8;5;3;6;4;0
9;2008;A;73;3;1;2;4;3;4;5;6;12;10;8;8;8;4;5;8;8;6;0
10;2008;A;73;0;0;0;0;1;0;0;0;0;2;1;1;0;1;0;1;0;1;0
11;2008;A;73;0;1;1;1;0;0;0;0;1;0;3;0;1;1;0;5;0;0;0
12;2008;A;73;0;0;1;1;2;1;1;0;2;3;3;1;5;2;1;3;2;0;0
13;2008;A;73;0;0;1;0;1;1;1;0;2;2;3;3;3;1;3;1;2;1;0
14;2008;A;73;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;0;0;4;0
15;2008;A;73;1;0;2;0;1;1;3;1;3;3;3;5;2;1;4;2;3;2;0
16;2008;A;73;0;0;1;2;2;3;1;2;4;3;3;3;6;3;9;4;0;3;0
17;2008;A;73;0;0;0;0;0;3;1;1;1;0;2;1;1;0;2;2;2;0;0
18;2008;A;73;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0
1;2008;A;81;0;0;0;1;0;0;0;1;0;3;1;0;2;0;2;0;0;1;0
2;2008;A;81;0;0;0;0;0;0;2;1;5;3;1;2;9;3;2;4;2;2;0
3;2008;A;81;0;1;1;0;0;2;2;1;1;6;6;5;1;3;2;2;6;4;0
4;2008;A;81;0;0;1;1;2;3;1;1;2;1;2;2;4;1;1;2;1;3;0
5;2008;A;81;0;0;1;2;0;2;2;3;3;3;4;2;7;4;3;2;5;5;0
6;2008;A;81;0;0;1;1;0;0;1;2;0;3;1;3;3;7;1;2;1;3;0
7;2008;A;81;0;0;1;0;1;1;0;1;0;3;2;1;0;2;0;2;0;1;0
8;2008;A;81;0;0;2;1;0;2;1;6;2;2;2;1;1;4;5;2;0;2;0
9;2008;A;81;0;1;2;1;1;1;5;3;4;2;7;4;2;5;1;3;3;2;0
10;2008;A;81;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
11;2008;A;81;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0
12;2008;A;81;0;0;0;0;0;1;2;0;1;4;2;2;4;0;5;2;2;2;0
13;2008;A;81;0;1;0;0;0;0;0;2;0;2;0;0;1;1;2;1;0;1;0
14;2008;A;81;0;0;0;1;0;0;2;0;1;1;1;0;1;0;0;1;0;0;0
15;2008;A;81;0;1;1;1;0;1;1;1;2;1;1;2;1;3;3;2;0;1;0
16;2008;A;81;1;1;2;1;0;1;0;3;1;4;2;3;6;1;4;4;1;1;0
17;2008;A;81;0;0;0;0;0;0;0;1;1;0;2;0;0;2;4;0;1;1;0
18;2008;A;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
1;2008;A;82;0;0;0;0;1;1;1;3;5;1;3;2;12;9;5;13;6;16;0
2;2008;A;82;0;0;0;0;3;2;4;4;11;10;11;9;22;27;28;27;34;26;0
3;2008;A;82;0;1;0;3;2;2;3;8;15;16;19;18;31;32;34;38;43;45;0
4;2008;A;82;0;0;0;0;3;2;4;13;3;6;8;8;17;22;20;23;17;20;0
5;2008;A;82;0;0;0;0;1;3;1;4;4;11;10;15;13;26;26;34;21;38;0
6;2008;A;82;0;0;1;4;1;2;4;10;14;14;15;20;15;22;32;27;16;25;0
7;2008;A;82;0;0;0;1;1;1;2;3;3;6;7;5;8;8;12;10;7;10;0
8;2008;A;82;0;0;0;1;0;4;3;5;5;8;11;19;16;18;30;21;17;31;0
9;2008;A;82;0;0;1;3;2;1;1;9;17;12;17;23;26;35;41;31;31;36;0
10;2008;A;82;0;0;0;1;0;1;0;4;1;4;2;5;9;2;9;0;8;7;0
11;2008;A;82;0;0;0;0;0;0;1;1;2;3;4;0;4;5;9;4;3;6;0
12;2008;A;82;0;0;1;1;1;2;2;10;6;8;9;10;21;15;19;21;16;23;0
13;2008;A;82;0;0;0;0;0;3;5;0;3;3;6;11;2;10;12;9;2;10;0
14;2008;A;82;0;0;1;0;0;2;0;2;1;0;1;3;3;5;2;2;4;0;0
15;2008;A;82;0;0;0;0;0;2;3;1;8;6;6;12;22;15;14;14;14;20;0
16;2008;A;82;0;0;0;1;2;3;2;5;14;7;8;14;21;19;28;26;15;22;0
17;2008;A;82;0;0;0;0;2;2;0;3;3;0;3;3;7;13;5;8;7;7;0
18;2008;A;82;0;0;0;0;0;0;0;1;4;4;3;6;7;5;1;4;3;4;0
1;2008;A;90;0;0;0;0;1;0;0;1;0;2;2;4;5;7;7;5;13;10;0
2;2008;A;90;0;0;0;0;0;0;1;0;1;4;9;11;11;20;19;23;30;35;0
3;2008;A;90;0;0;0;0;0;1;3;5;3;0;9;27;16;25;35;37;43;52;0
4;2008;A;90;0;0;0;0;0;1;0;2;0;5;3;10;5;17;20;13;18;25;0
5;2008;A;90;0;0;0;1;0;0;1;0;0;5;5;8;13;21;17;27;27;38;0
6;2008;A;90;0;0;0;0;0;0;0;3;2;6;5;7;10;16;27;22;22;24;0
7;2008;A;90;0;0;0;0;0;0;0;1;1;1;1;0;8;8;9;7;10;10;0
8;2008;A;90;0;0;0;1;0;1;1;1;2;3;5;12;12;13;13;24;30;32;0
9;2008;A;90;0;0;0;0;0;0;2;3;4;5;9;11;20;26;32;31;39;34;0
10;2008;A;90;0;0;0;0;0;0;0;0;0;0;1;1;1;5;2;6;6;5;0
11;2008;A;90;0;0;0;0;0;0;0;0;1;0;1;0;3;5;7;4;2;4;0
12;2008;A;90;0;0;0;1;0;1;1;1;2;2;2;7;8;15;22;20;15;19;0
13;2008;A;90;0;0;0;0;0;0;2;0;3;1;1;4;2;3;7;7;7;9;0
14;2008;A;90;0;0;0;0;0;0;0;1;0;3;2;0;2;3;2;5;2;7;0
15;2008;A;90;0;0;0;0;0;0;1;0;2;2;5;5;9;18;17;19;9;15;0
16;2008;A;90;0;0;0;0;0;0;2;2;3;7;5;6;12;19;25;18;22;27;0
17;2008;A;90;0;0;0;0;0;0;0;0;0;2;2;3;1;5;9;11;5;8;0
18;2008;A;90;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;6;4;5;0
1;2008;A;91;0;0;0;0;0;0;2;2;2;5;9;5;5;12;16;11;12;15;0
2;2008;A;91;0;0;0;0;1;0;1;4;6;11;9;13;18;31;47;41;43;58;0
3;2008;A;91;0;0;0;0;0;0;8;11;9;11;22;33;32;50;63;65;66;86;0
4;2008;A;91;0;0;0;0;2;2;1;4;6;7;7;16;19;19;31;33;37;24;0
5;2008;A;91;0;0;0;0;1;0;0;5;6;12;8;19;31;35;34;40;56;64;0
6;2008;A;91;0;0;0;1;0;0;5;2;6;8;14;14;19;32;38;55;35;54;0
7;2008;A;91;0;0;0;0;0;0;1;3;2;4;5;7;10;9;13;11;8;11;0
8;2008;A;91;0;0;0;0;0;1;2;5;6;7;15;15;21;33;35;44;41;49;0
9;2008;A;91;0;0;0;0;0;2;1;5;9;11;19;31;29;42;50;64;46;73;0
10;2008;A;91;0;0;0;0;0;0;2;2;1;3;2;1;5;5;6;11;9;9;0
11;2008;A;91;0;0;0;0;1;0;1;0;0;1;1;3;2;5;11;4;7;9;0
12;2008;A;91;0;0;0;0;1;0;1;1;4;8;7;8;19;29;25;16;22;36;0
13;2008;A;91;0;0;0;0;0;0;0;3;2;3;5;6;18;18;16;16;5;13;0
14;2008;A;91;0;0;0;0;0;0;1;2;1;3;3;3;12;5;11;9;11;13;0
15;2008;A;91;0;0;0;0;1;1;2;10;12;12;12;13;25;19;22;27;25;25;0
16;2008;A;91;0;0;1;0;2;2;0;2;4;10;6;14;28;30;36;41;25;47;0
17;2008;A;91;0;0;0;0;0;0;0;0;1;1;2;3;11;8;7;7;13;11;0
18;2008;A;91;0;0;0;0;0;0;0;0;1;0;1;6;3;3;5;5;5;12;0
1;2008;A;99;0;0;0;0;0;0;1;3;5;3;7;15;11;17;23;30;22;28;0
2;2008;A;99;0;0;0;0;0;2;4;10;13;17;17;29;40;53;67;64;47;81;0
3;2008;A;99;0;0;0;0;2;6;7;7;13;18;25;39;40;81;94;76;89;128;0
4;2008;A;99;0;0;1;0;2;1;2;5;9;17;19;31;37;44;45;37;35;42;0
5;2008;A;99;0;0;0;1;0;3;3;2;11;25;35;26;35;49;72;63;79;95;0
6;2008;A;99;0;0;0;0;2;2;5;11;7;23;25;31;38;37;49;54;47;61;0
7;2008;A;99;0;0;0;0;0;2;1;4;3;7;10;6;17;16;16;28;28;27;0
8;2008;A;99;0;0;0;1;1;3;1;6;14;14;16;24;33;46;42;67;45;76;0
9;2008;A;99;0;0;0;0;2;2;2;8;16;27;25;38;43;69;73;77;80;105;0
10;2008;A;99;0;0;0;0;0;0;0;1;0;5;1;8;5;8;7;10;13;8;0
11;2008;A;99;0;0;0;0;0;1;0;0;2;0;4;4;7;15;10;9;11;17;0
12;2008;A;99;0;0;0;0;0;0;2;18;8;11;13;23;22;30;45;51;51;45;0
13;2008;A;99;0;1;0;0;0;0;0;4;6;10;9;11;19;24;19;22;20;26;0
14;2008;A;99;0;0;0;0;1;0;0;0;2;2;0;2;8;10;9;3;14;12;0
15;2008;A;99;0;0;0;0;1;1;0;5;11;7;20;15;30;30;42;44;34;33;0
16;2008;A;99;0;0;0;1;0;5;2;2;10;22;27;21;34;54;59;69;54;83;0
17;2008;A;99;0;0;0;1;1;0;4;2;2;4;2;5;13;14;17;7;13;18;0
18;2008;A;99;0;0;0;1;1;1;0;3;0;2;8;5;8;15;13;12;11;14;0
1;2008;A;100;1;2;11;12;23;24;52;66;139;144;198;259;330;468;587;604;624;829;0
2;2008;A;100;1;5;8;21;49;66;111;171;265;387;513;684;961;1249;1597;1779;1743;2489;0
3;2008;A;100;0;14;22;37;62;100;171;295;408;545;757;1001;1374;1842;2281;2475;2483;3387;0
4;2008;A;100;0;4;17;24;41;61;88;169;221;326;401;579;744;899;1179;1157;1082;1363;0
5;2008;A;100;3;11;12;22;33;59;114;185;291;432;563;713;975;1309;1745;1878;1918;2674;0
6;2008;A;100;2;8;14;36;49;82;100;211;322;469;538;773;957;1268;1493;1595;1514;1967;0
7;2008;A;100;1;2;5;10;19;17;40;74;87;152;204;233;335;426;526;554;544;700;0
8;2008;A;100;2;9;15;18;35;64;96;161;258;371;482;678;928;1250;1533;1704;1663;2238;0
9;2008;A;100;7;7;22;47;60;97;164;288;407;606;667;945;1258;1655;2084;2223;2085;2817;0
10;2008;A;100;0;3;2;6;6;19;20;56;72;83;101;138;207;242;353;386;350;427;0
11;2008;A;100;0;3;5;5;8;10;23;31;50;74;68;108;147;235;288;286;288;411;0
12;2008;A;100;0;3;10;22;39;57;71;136;209;300;344;463;711;877;1116;1159;1123;1405;0
13;2008;A;100;0;6;6;6;17;24;44;92;139;158;234;293;385;490;602;534;438;615;0
14;2008;A;100;1;0;4;7;14;14;33;38;38;77;92;137;203;228;281;332;294;335;0
15;2008;A;100;2;10;13;21;46;65;100;162;264;301;390;471;726;887;1039;1042;912;1051;0
16;2008;A;100;3;5;17;28;45;58;94;179;255;391;495;600;811;1098;1364;1415;1328;1738;0
17;2008;A;100;0;3;2;11;13;17;34;57;90;115;161;197;258;374;427;465;386;594;0
18;2008;A;100;0;2;3;6;9;8;14;27;60;80;104;131;180;231;245;259;255;327;0
1;2009;A;14;0;0;0;0;0;2;1;1;9;7;12;11;21;19;18;22;19;26;0
2;2009;A;14;0;0;0;1;1;4;4;3;22;11;28;30;44;37;48;57;51;71;0
3;2009;A;14;0;0;0;2;3;4;6;11;24;25;27;39;55;69;70;90;92;87;0
4;2009;A;14;0;0;0;1;2;3;1;6;11;20;22;25;30;28;38;30;40;58;0
5;2009;A;14;0;0;0;2;1;3;7;9;13;15;20;24;36;44;62;77;63;90;0
6;2009;A;14;0;0;0;0;0;1;6;17;18;24;18;28;41;61;67;56;40;50;0
7;2009;A;14;0;0;0;1;1;1;2;3;9;10;13;8;20;15;20;21;14;19;0
8;2009;A;14;0;0;1;0;2;2;4;11;8;20;30;26;28;42;49;51;50;46;0
9;2009;A;14;0;0;0;2;2;4;10;23;22;28;41;55;59;75;81;95;73;94;0
10;2009;A;14;0;0;0;0;0;0;0;1;5;2;2;8;6;9;13;10;14;6;0
11;2009;A;14;0;0;0;1;0;0;0;0;5;5;5;3;12;3;18;14;5;4;0
12;2009;A;14;0;0;0;1;0;1;4;6;6;9;19;24;27;32;26;27;34;37;0
13;2009;A;14;0;0;0;0;0;1;3;0;6;5;13;7;9;16;12;16;17;11;0
14;2009;A;14;0;0;0;1;0;0;2;1;1;1;2;4;8;10;12;10;5;6;0
15;2009;A;14;0;0;0;0;1;5;3;8;8;30;21;30;39;37;34;43;36;43;0
16;2009;A;14;0;1;0;1;1;2;5;6;11;14;24;28;33;34;37;49;28;60;0
17;2009;A;14;0;0;0;0;0;0;0;4;3;5;7;6;10;13;18;19;18;23;0
18;2009;A;14;0;0;1;0;0;0;1;0;3;4;2;4;4;7;10;6;11;5;0
1;2009;A;15;0;0;0;0;0;0;1;0;3;2;1;2;2;6;6;5;1;11;0
2;2009;A;15;0;0;0;0;0;1;0;4;5;4;5;9;12;12;9;23;16;19;0
3;2009;A;15;0;0;0;1;0;0;2;1;4;4;6;13;14;20;22;33;22;29;0
4;2009;A;15;0;0;0;0;1;0;0;2;2;5;6;3;5;7;10;9;8;11;0
5;2009;A;15;0;0;0;0;0;2;0;2;1;2;7;8;13;15;16;17;20;23;0
6;2009;A;15;0;0;1;1;0;1;1;1;6;2;7;12;13;7;17;14;12;24;0
7;2009;A;15;0;0;0;0;0;1;3;1;1;0;5;2;4;8;3;8;5;11;0
8;2009;A;15;0;0;0;0;0;1;1;3;3;3;2;7;9;8;13;18;19;26;0
9;2009;A;15;0;0;0;0;1;0;2;3;7;7;7;14;19;14;33;27;30;28;0
10;2009;A;15;0;0;0;0;0;0;1;0;1;1;0;1;5;7;1;6;3;2;0
11;2009;A;15;0;0;0;0;0;0;0;1;1;1;1;0;2;1;3;2;6;1;0
12;2009;A;15;0;0;0;0;0;0;0;1;4;1;10;5;6;6;14;11;19;15;0
13;2009;A;15;0;0;0;1;0;0;0;0;1;1;3;4;6;4;6;4;7;5;0
14;2009;A;15;0;0;0;0;0;0;0;0;2;2;2;1;2;5;2;4;4;4;0
15;2009;A;15;0;0;0;0;0;1;1;4;7;5;2;6;6;9;11;6;4;7;0
16;2009;A;15;0;0;0;1;1;0;1;4;0;6;6;4;11;14;16;7;15;16;0
17;2009;A;15;0;0;0;0;1;0;0;1;0;1;4;1;4;2;6;5;2;6;0
18;2009;A;15;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;3;3;2;0
1;2009;A;16;0;0;0;0;0;0;0;6;4;6;7;13;15;24;33;38;31;43;0
2;2009;A;16;0;0;0;0;0;0;4;6;16;18;23;38;42;81;92;110;120;123;0
3;2009;A;16;0;0;0;0;1;4;3;8;19;23;35;45;59;100;147;150;136;189;0
4;2009;A;16;0;0;0;0;0;2;3;10;10;17;19;23;45;55;58;68;61;84;0
5;2009;A;16;0;0;0;0;0;1;4;4;8;11;28;35;48;59;94;106;105;133;0
6;2009;A;16;0;0;0;0;0;0;3;6;8;26;32;45;50;82;91;90;95;107;0
7;2009;A;16;0;0;0;0;0;0;1;2;3;7;7;15;16;20;34;31;28;45;0
8;2009;A;16;0;0;0;0;1;0;4;5;13;16;25;31;44;58;84;107;78;120;0
9;2009;A;16;0;0;0;0;0;0;4;9;16;17;34;47;68;92;114;129;135;126;0
10;2009;A;16;0;0;0;0;1;0;2;2;2;4;3;6;8;13;20;20;21;25;0
11;2009;A;16;0;0;0;0;0;0;1;1;1;2;1;3;13;18;14;24;15;21;0
12;2009;A;16;0;0;0;0;0;0;1;5;14;12;12;28;35;51;69;60;44;81;0
13;2009;A;16;0;0;0;0;0;1;2;5;1;3;9;18;22;24;38;36;28;32;0
14;2009;A;16;0;0;0;0;1;0;0;3;4;4;5;6;17;13;16;10;17;18;0
15;2009;A;16;0;0;0;1;0;0;7;11;15;21;19;39;34;50;66;62;45;61;0
16;2009;A;16;0;0;0;1;0;2;4;6;6;27;22;34;53;68;71;88;80;117;0
17;2009;A;16;0;0;0;1;2;0;3;3;3;4;7;16;8;21;33;27;31;31;0
18;2009;A;16;0;0;0;0;1;0;0;2;0;4;5;9;7;13;19;21;11;19;0
1;2009;A;18;0;0;0;0;1;0;2;2;11;10;12;23;36;52;65;64;71;92;0
2;2009;A;18;0;0;0;0;2;0;2;7;14;21;30;42;66;87;128;120;132;219;0
3;2009;A;18;0;0;0;0;2;3;4;11;16;21;55;76;98;154;174;241;252;303;0
4;2009;A;18;0;0;0;0;0;4;2;9;10;15;26;35;56;80;105;98;113;141;0
5;2009;A;18;0;0;0;2;1;4;1;4;6;16;32;38;65;106;138;160;155;242;0
6;2009;A;18;0;0;0;0;0;0;3;5;12;23;26;59;77;115;134;155;147;187;0
7;2009;A;18;0;0;0;0;0;0;3;4;5;11;13;18;21;45;40;73;49;74;0
8;2009;A;18;0;0;0;0;1;3;4;6;9;23;35;47;64;76;111;119;146;187;0
9;2009;A;18;0;0;0;0;4;2;8;6;23;45;44;66;100;154;197;208;195;265;0
10;2009;A;18;0;0;0;0;0;0;2;2;1;8;5;8;17;16;34;31;30;37;0
11;2009;A;18;0;0;0;0;0;1;0;1;5;3;6;7;10;13;18;37;22;27;0
12;2009;A;18;0;0;0;0;0;2;3;3;15;15;19;36;52;66;85;96;96;140;0
13;2009;A;18;0;0;0;0;1;2;1;3;7;9;17;21;37;47;54;46;43;54;0
14;2009;A;18;0;0;0;0;0;0;1;1;0;2;5;8;12;16;22;21;25;23;0
15;2009;A;18;0;0;0;1;1;2;5;8;11;21;20;43;53;90;102;89;100;117;0
16;2009;A;18;0;0;0;0;1;4;1;8;14;16;27;44;51;79;100;142;126;187;0
17;2009;A;18;0;0;0;0;0;1;1;3;5;4;7;13;23;33;40;47;43;62;0
18;2009;A;18;0;0;0;0;1;0;1;4;5;7;8;8;12;17;23;26;27;35;0
1;2009;A;19;0;0;0;1;1;1;1;4;8;8;14;18;16;30;39;30;27;30;0
2;2009;A;19;0;1;0;1;0;5;4;5;17;18;37;41;49;66;78;80;89;110;0
3;2009;A;19;0;0;0;1;1;3;5;14;24;16;36;45;75;83;97;112;113;126;0
4;2009;A;19;0;0;0;1;3;3;8;7;12;20;23;21;43;40;41;52;49;55;0
5;2009;A;19;0;0;1;1;1;1;6;8;7;27;25;49;60;87;78;90;84;121;0
6;2009;A;19;0;0;0;1;2;2;7;7;14;25;38;33;40;74;84;78;68;93;0
7;2009;A;19;0;0;0;2;1;1;0;5;4;10;9;16;27;19;37;35;38;45;0
8;2009;A;19;0;0;1;0;1;8;8;9;23;20;28;42;48;66;71;78;68;92;0
9;2009;A;19;0;0;0;0;3;3;12;11;18;34;39;53;67;72;116;93;96;135;0
10;2009;A;19;0;0;0;0;2;0;0;0;4;7;9;8;6;14;14;18;14;24;0
11;2009;A;19;0;0;0;0;0;0;2;0;3;6;6;7;8;6;13;15;11;25;0
12;2009;A;19;0;0;0;0;1;0;4;12;10;23;19;37;53;47;49;61;56;57;0
13;2009;A;19;0;0;0;0;0;1;3;9;7;15;8;13;22;28;29;28;23;30;0
14;2009;A;19;0;0;0;1;0;2;0;1;5;4;2;8;11;18;13;17;12;8;0
15;2009;A;19;0;0;0;1;1;2;3;7;8;15;18;29;41;45;39;51;42;49;0
16;2009;A;19;0;0;1;1;0;1;9;13;17;24;36;29;46;40;81;82;70;78;0
17;2009;A;19;0;0;0;1;0;2;2;4;2;2;14;8;10;10;24;19;17;21;0
18;2009;A;19;0;0;0;0;0;0;0;2;6;2;4;6;13;12;16;9;13;15;0
1;2009;A;22;0;0;0;0;0;0;0;4;5;5;9;1;9;11;10;18;15;27;0
2;2009;A;22;0;0;0;0;1;2;1;6;10;10;4;16;25;31;48;49;39;53;0
3;2009;A;22;0;0;0;1;0;3;1;4;14;18;16;25;39;52;39;54;62;83;0
4;2009;A;22;0;0;0;1;1;1;1;5;4;5;7;17;21;22;20;29;29;37;0
5;2009;A;22;0;0;0;0;2;4;3;5;4;15;14;20;32;33;48;33;36;65;0
6;2009;A;22;0;0;0;0;1;1;2;3;7;5;23;22;21;20;31;44;41;48;0
7;2009;A;22;0;0;0;0;0;0;2;2;1;4;8;11;9;15;17;21;14;25;0
8;2009;A;22;0;0;0;0;0;2;1;4;4;8;10;15;25;29;31;40;41;55;0
9;2009;A;22;0;0;0;0;0;1;2;6;13;10;15;26;35;42;55;63;61;67;0
10;2009;A;22;0;0;0;0;0;0;0;1;1;4;6;5;5;5;11;14;7;11;0
11;2009;A;22;0;0;0;0;0;0;0;1;2;1;2;5;3;8;6;11;12;7;0
12;2009;A;22;0;0;0;1;1;1;1;2;9;4;6;17;17;18;27;30;25;31;0
13;2009;A;22;0;0;0;0;0;1;0;4;3;2;7;3;9;11;13;20;12;11;0
14;2009;A;22;0;0;0;0;0;0;1;0;1;4;4;4;5;7;9;6;11;11;0
15;2009;A;22;0;0;0;0;0;1;3;3;8;7;12;16;14;17;29;27;24;28;0
16;2009;A;22;0;0;0;0;0;1;2;4;5;12;11;25;28;43;35;42;30;42;0
17;2009;A;22;0;0;0;0;0;0;0;1;0;6;5;14;8;8;20;14;2;21;0
18;2009;A;22;0;0;0;0;0;0;0;1;2;6;2;9;7;7;7;2;9;4;0
1;2009;A;23;0;0;0;0;0;0;0;0;0;2;1;2;2;5;5;9;11;16;0
2;2009;A;23;0;0;0;0;0;0;1;1;1;2;2;2;8;13;11;23;19;37;0
3;2009;A;23;0;0;0;0;0;0;0;0;2;2;5;8;17;9;35;38;22;49;0
4;2009;A;23;0;0;0;0;0;0;1;0;2;1;3;7;8;6;13;16;17;23;0
5;2009;A;23;0;0;0;0;0;0;1;0;3;1;1;6;4;10;20;14;26;34;0
